Name,Address,Zip,Amount
RAINFOREST CAFE,110 E CROCKETT ST,78205,841688
WING DADDY'S SAUCE HOUSE #6,10730 POTRANCO RD STE 129,78251,649266
TACO PALENQUE,1002 NE LOOP 410,78209,20754
BOTTOMS UP SPORTS BAR & GRILL,6938 W MILITARY DR,78227,2015
LION & ROSE,8211 AGORA PKWY,78154,557101
HARLANDALE MEMORIAL VFW POST 4815,3111 COMMERCIAL AVE,78221,27457
TAQUERIA MEXICO,7167 SOMERSET RD,78211,303740
"REBECCA CREEK DISTILLERY, LLC                     ",26605 BULVERDE RD STE B,78260,13466
AMC THEATRES ALAMO IMAX 2,849 E COMMERCE ST STE 483,78205,11934
BONEHEADZ SPORTS PUB,9503 CONSOLE DR,78229,540205
WILLIE'S GRILL & ICEHOUSE,4051 N LOOP 1604 W,78257,457405
MCFINNIGAN,23127 W INTERSTATE 10 # 201,78257,522991
KEMS RESTAURANT & BAR,19280 REDLAND RD,78259,40768
TORO TACO BAR,114 BROOKLYN AVE,78202,0
SABOR,6809 N LOOP 1604 W,78249,73157
GEORGE'S KEEP,17101 LA CANTERA PKWY # P2-1P22,78256,964885
HUHOT MONGOLIAN GRILL,12710 IH 10 W STE 100 (UNIV SQUARE SHOPP,78249,25037
MENCIUS GOURMET HUNAN CHINESE RESTAURANT,7959 FREDERICKSBURG RD STE 141,78229,25545
ON THE ROCKS PUB,101 ALAMO PLZ STE 105,78205,17130
POUR HOUSE,4750 SEGUIN RD,78219,0
ZOMBIES,4202 THOUSAND OAKS DR,78217,151563
LOGAN'S ROADHOUSE,92 NE LOOP 410,78216,363506
THE PLAZA CLUB OF SAN ANTONIO,FROST TOWER 100 W HOUSTON,78205,249315
TEXAS ROADHOUSE,16915 SAN PEDRO AVE,78232,478825
KNIFE & FORK,20626 STONE OAK PKWY STE 103,78258,210562
TONY ROMA'S,849 E COMMERCE ST STE 171,78205,113622
EXCLUSIVE BAR & GRILL,166 N LOOP 1604 E,78232,0
"BAR AMERICA, LLC                                  ",723 S ALAMO ST,78205,343583
CLICKS,11531 WEST AVE,78213,0
OUTBACK STEAKHOUSE,16080 SAN PEDRO AVE,78232,42898
LION & ROSE,5148 BROADWAY ST,78209,691307
CABANA BEVERAGES INC,11722 IH 35 NORTH,78233,71323
BROADWAY 5050 WURZBACH,9837 W INTERSTATE 10,78230,344939
FUJIYA JAPANESE RESTAURANT,9030 WURZBACH,78240,110766
REGENCY RIVERWALK BEVERAGE LLC,123 LOSOYA ST,78205,1775730
OLD SAN FRANCISCO,10223 SAHARA ST,78216,209900
TIFFANY'S CABARET OF SAN ANTONIO,8736 WURZBACH RD,78240,1164449
STEELY NEVADA'S,7530 BANDERA RD STE 138,78238,353529
TYLER'S PLACE,907 S PINE ST,78210,0
HILTON SAN ANTONIO HILL COUNTRY HOTEL & SPA,9800 WESTOVER HILLS BLVD,78251,421395
THIRSTY TURTLE,1626 NE LOOP 410,78209,437587
MY HOUSE LOUNGE,8075 CULEBRA RD,78251,281281
CAPPY'S AND CAPPYCCINOS,5011 BROADWAY ST,78209,844341
MARY LOU'S CAFE,1002 PLEASANTON RD,78214,8530
TINK-A-TAKO # 13,1662 ENCINO RIO STE 100,78259,39174
THE CHEESECAKE FACTORY,7400 SAN PEDRO AVE STE 120,78216,1022709
LIQUID MONKEY LOUNGE,248 LOSOYA ST,78205,307109
BRIGGS RANCH GOLF CLUB L L C,2818 RUSTLERS TRL,78245,41801
EL MIRASOL,13489 BLANCO RD,78216,864900
TRIBECA,4331 MCCULLOUGH AVE,78212,329584
J C'S NOSTALGIA,5516 EVERS RD,78238,111154
PAPPADEAUX SEAFOOD KITCHEN,76 LOOP 410 NORTHEAST,78230,3036683
MARRIOT SAN ANTONIO,3233 NW LOOP 410,78213,236799
CRUMPETS RESTAURANT & BAKERY,3920 HARRY WURZBACH RD,78209,67514
HOTEL INDIGO,105 N ALAMO ST,78205,46279
RIVER CITY SEAFOOD & GRILL,115 N LOOP 1604 E STE 1108,78232,100611
KIMURA,152 E PECAN ST STE 102,78205,47538
ROSARIO'S MEXICAN CAFE & CANTINA NORTH,9715 SAN PEDRO AVE,78216,896866
GREENWOOD'S BAR & GRILL,301 N NEW BRAUNFELS AVE,78202,237943
BAR ATREA,3635 CROOKED TRL,78227,19808
GOODFIRE BBQ,8629 PERRIN BEITEL RD,78217,0
DING HOW,4531 NW LOOP 410,78229,26148
"FIESTA TEXAS HOSPITALITY, L L C                   ",17000 W IH 10,78257,802816
JOE'S VOLCANO,6844 INGRAM RD,78238,1115578
PALOMA BLANCA MEXICAN CUISINE,5800 BROADWAY ST STE 300,78209,1125282
CHIPOTLE;CHIPOTLE MEXICAN GRILL;CHIPOTLE BURRITOS,3928 BROADWAY,78209,18089
"SALC, INC.                                        ",10110 N US HIGHWAY 281,78216,322211
SANTIKOS PALLADIUM,17703 W INTERSTATE 10,78257,1355273
DEL FUEGO CHAR GRILL & CANTINA,2318 N LOOP 1604 W,78248,219725
CHIPOTLE MEXICAN GRILL;CHIPOTLE BURRITOS & TACOS,7322 JONES MALTSBERGER RD STE 206,78209,17079
ZONA,12066 STARCREST DR STE 640,78247,241845
CLUB OASIS,8303 S PRESA ST,78223,44261
THE REPUBLIC OF TEXAS,526 RIVERWALK,78205,1020530
ALL STARS,9440 IH 10 W,78230,1079760
AREA THIRTY-ONE,4553 N LOOP 1604 W # 1229,78249,231485
"CABANA BEVERAGES, INC.                            ",12731 IH 10 W,78230,73588
HOTEL INDIGO RIVERWALK,830 N SAINT MARYS ST,78205,215567
DADS,2615 MOSSROCK,78230,739830
"TRUE FLAVORS, L.L.C.                              ",819 AUGUSTA ST,78215,16837
ALDACO'S MEXICAN CUISINE,20079 STONE OAK PKWY # 300,78258,773442
SUGARS,2731 NW LOOP 410,78230,3394387
LUPE TORTILLA MEXICAN RESTAURANT,21103 US HIGHWAY 281 N,78258,741571
BOOTLEGGERS,2407 N SAINT MARYS ST,78212,405885
CHUY'S,8438 STATE HIGHWAY 151,78245,282710
BLACK-EYED PEA,7959 FREDERICKSBURG RD STE 103,78229,42555
V F W POST 2059,3202 ACKERMAN RD,78219,94411
SILVER DOLLAR SALOON,1812 N MAIN AVE,78212,413128
ARCADE MIDTOWN KITCHEN,303 PEARL PKWY STE 111,78215,871668
CABANA BEVERAGES INC,8213 MARBACH RD,78227,111295
WING DADDY'S SAUCE HOUSE,6430 BANDERA RD STE 100,78238,67099
PERICO'S MEXICAN CUISINE,11075 W INTERSTATE 10 STE 200,78230,680645
J-PRIME STEAKHOUSE,1401 N LOOP 1604 W STE 105,78258,16147
RED ROBIN AMERICAS GOURMET BURGERS & SPIRITS,8227 AGORA PKWY,78154,186867
TEXAS PRIDE BARBECUE,2980 E LOOP 1604 S,78101,206886
KOGI KOREAN GRILL,12651 VANCE JACKSON RD STE 108,78230,24575
LUCE RESTORANTE E ENOTECA,11255 HUEBNER RD STE 200,78230,292189
HOSPITALITY INTERNATIONAL INC,207 N SAINT MARYS ST,78205,148575
ERNESTO'S,2559 JACKSON KELLER RD,78230,41330
1919,1420 S ALAMO ST STE 1,78210,941582
LOGAN'S ROADHOUSE,5423 W LOOP 1604 N,78253,290752
KIRBY'S STEAKHOUSE,123 N LOOP 1604 E,78232,1122629
SPEISEN,7115 BLANCO RD STE 110,78216,87433
KUMORI SUSHI & TEPPANYAKI,700 E SONTERRA BLVD STE 308,78258,123728
HABANERO GRILL #1,13444 WEST AVE,78216,31399
LAUGH OUT LOUD COMEDY CLUB AT PARK NORTH,618 NW LOOP 410 STE 312,78216,457030
MILANO ITALIAN GRILL,19239 STONE OAK PKWY STE 101,78258,166943
CLUB SIRIUS,228 LOSOYA ST,78205,623067
ST GEORGE MARONITE CENTER,6070 BABCOCK RD,78240,59999
KEY WEST COVE,602 NW LOOP 410 STE 145,78216,44611
MING TREE RESTAURANT,14355 BLANCO RD,78216,1399
"PTX V BEVERAGE SERVICES, LLC                      ",611 NW LOOP 410,78216,392558
BROADWAY 50/50,5050 BROADWAY ST,78209,414687
FAIR OAKS RANCH GOLF & COUNTRY CLUB,7900 FAIR OAKS PKWY,78015,586128
TRE TRATTORIA,4003 BROADWAY ST,78209,426625
LAS PALAPAS POTRANCO,8835 STATE HIGHWAY 151,78251,30563
CHUY'S SELMA,14855 INTERSTATE 35 N,78154,859144
MIMI'S CAFE,17315 W IH 10,78257,96443
BUFFALO WILD WINGS,7823 INTERSTATE 35 S,78224,790682
210 SPORTS CANTINA,1946 SW MILITARY DR,78221,872808
OAK HILLS LANES,7330 CALLAGHAN RD,78229,253616
SPAGHETTI WAREHOUSE ITALIAN GRILL,1226 E HOUSTON ST,78205,152371
SLACKERS,126 W RECTOR ST STE 136,78216,735421
GENGHIS GRILL - THE MONGOLIAN STIR FRY,11745 W INTERSTATE 10 STE 403,78230,8179
COURTYEARD BY MARRIOTT,6738 NW LOOP 410,78238,21077
MILANO RESTAURANTE ITALIANO - ALAMO HEIGHTS,1907 NACOGDOCHES RD,78209,5594
SENOR TEQUILA MEXICAN GRILL & BAR,110 PRODUCE ROW STE 3AND4,78207,0
FRANK MUMME'S THE OTHER WOMAN,1123 FAIR AVE,78223,347349
COUNTRY INN AND SUITES,8505 BROADWAY ST,78217,30543
JERRY DEAN'S,12536 NACOGDOCHES RD,78217,247802
"AZAR DISTILLING, LLC                              ",8501 COVER RD,78263,0
PERRY'S STEAKHOUSE & GRILLE,15900 LA CANTERA PKWY STE 22200,78256,2346313
LA FONDA SUNSET RIDGE,6402 N NEW BRAUNFELS AVE,78209,173428
CHILI'S GRILL & BAR,2310 SW MILITARY DR STE 101,78224,414849
TACO CABANA,6867 NEW HWY 90 WEST,78227,169295
CHACHO'S,6757 POSS RD,78238,863779
PAT O'BRIEN'S - SAN ANTONIO,121 ALAMO PLZ,78205,2629008
ALLURE LOUNGE,13550 OCONNOR RD STE 4,78233,257187
DON PEDRO MEXICAN RESTAURANT,1526 SW MILITARY DR,78221,774218
HILTON PALACIO DEL RIO,200 S ALAMO ST,78205,3775021
HOST SERVICES INC,9800 AIRPORT BLVD TERMINAL 1 SPACE 158,78216,1221536
PERFECT 10 MENS CLUB,111 NW LOOP 410,78216,2168163
FAST EDDIES NEIGHBORHOOD BILLARD'S & SALOON,7616 CULEBRA RD STE 103,78251,789453
EL MIRADOR RESTAURANT LTD,722 S SAINT MARYS,78205,144072
CHEDDAR'S CASUAL CAFE,15607 W INTERSTATE 10,78249,534053
TACO CABANA,4622 RITTIMAN ROAD,78218,57054
THE ELEVENTH HOUR,5103 RANDOLPH BLVD,78233,93820
"PHM BEVERAGE, INC.                                ",10135 STATE HIGHWAY 151,78251,257984
WETMORE SMOKEHOUSE & SALOON,13525 WETMORE RD,78247,19254
410 DINER,8315 BROADWAY ST,78209,42876
FARIAS MEXICAN RESTAURANT,1705 PAT BOOKER RD STE 215,78148,5685
MAMA MARGIE'S #2,9950 IH 10 W,78230,420255
OJOS LOCOS SPORTS CANTINA,5809 NW LOOP 410,78238,1815646
CHELSEA'S CATERING AND BAR SERVICE,701 MONTANA ST,78203,1089878
MUELLE 58,19903 STONE OAK PKWY STE 202,78258,62235
MAD DOGS SAN ANTONIO,123 LOSOYA ST STE 19,78205,3465847
RAINBOW LOUNGE,4970 W MILITARY DR,78242,87851
CNL BEVERAGES,17660 HENDERSON PASS,78232,157260
EL BUCANERO,16505 BLANCO RD,78232,933728
TGI FRIDAYS,29 NE LOOP 410,78216,488135
ISLAMORADA FISH COMPANY,17907 IH 10 W,78257,186773
4TH QUARTER SPORTS BAR,8779 WURZBACH RD,78240,446890
BUFFALO WILD WINGS,5860 DE ZAVALA RD,78249,637756
WLS BEVERAGE COMPANY/COURTYARD,80 NE LOOP 410,78216,42729
EL MARACHI CAFE Y BAKERY,2511 SE MILITARY DR,78223,16872
TWIN PEAKS RESTAURANT,12790 W INTERSTATE 10,78230,2265652
RICK'S CABARET,5418 BREWSTER ST,78233,1639284
BETO'S COMIDA LATINA,8142 BROADWAY ST,78209,137565
PRESSURE COOKER,8024 FREDERICKSBURG RD,78229,257624
BABIO'S EAT DRINK DANCE,527 W HILDEBRAND AVE,78212,76945
54TH STREET GRILL & BAR,22902 US HIGHWAY 281 N,78258,835657
P F CHANGS CHINA BISTRO,15900 LA CANTERA PKWY BLDG 1,78256,604839
YARD HOUSE #8324,15900 LA CANTERA PKWY BLDG 23,78256,2277273
OUTBACK STEAKHOUSE,8131 AGORA PKWY,78154,370793
E R BAR & GRILL,8647 WURZBACH RD BLDG N,78240,63715
TBA,2801 N SAINT MARYS ST,78212,278184
BLUE SKIES OF TEXAS EAST,4917 RAVENSWOOD DR # 1,78227,52964
BRANNON'S CAFE/FRANCESCA'S AT SUNSET/THE GANTRY,16641 LA CANTERA PKWY,78256,1030719
SANTA'S PLACE,417 SPRIGGSDALE AVE,78220,120829
LA FOGATA,2427 VANCE JACKSON RD,78213,1374795
EDISON EXPERIMENT,1846 N LOOP 1604 W,78248,329388
TINK-A-TAKO # 12,7507 POTRANCO RD,78251,38711
CHILI'S GRILL & BAR,3230 SE MILITARY DRIVE,78235,573096
ANTIGUA GRILL AND BAR,13323 NACOGDOCHES RD # 5&6,78217,12103
JOE BLUE'S,1420 S ALAMO ST BLDG D,78210,145034
MIDNIGHT RODEO,12260 NACOGDOCHES RD # 101,78217,1312101
BAR LOUIE,15900 LA CANTERA PKWY STE 22100,78256,2598058
NIRVANA,18730 STONE OAK PKWY STE 108,78258,174970
RECOVERY ROOM,1139 HARRY WURZBACH RD,78209,192416
AMERICAN LEGION POST 579,3002 GUNSMOKE ST,78227,147347
BOOZEHOUNDS,8531 PERRIN BEITEL RD,78217,600954
CHEDDAR'S CASUAL CAFE #650,15284 INTERSTATE 35 N,78154,508984
COYOTE UGLY SALOON,409 E COMMERCE ST,78205,2684854
EMBASSY SUITES SAN ANTONIO,125 E HOUSTON ST,78205,232856
"MARTHA'S MEXICAN RESTAURANT, INC.                 ",5822 BABCOCK RD,78240,110242
PHX LOUNGE,7959 BROADWAY ST STE 500,78209,485904
ESPANA BAR DE TAPAS,5638 HAUSMAN RD W STE 105,78249,895734
CANYON CAFE,255 E BASSE RD STE 600,78209,364900
JOES CRAB SHACK,255 E BASSE RD STE 1400,78209,0
COURTYARD,11605 STATE HIGHWAY 151,78251,162975
BIKINIS SPORTS BAR & GRILL,13846 N INTERSTATE 35,78233,762344
TOMATILLOS CAFE Y CANTINA,3210 BROADWAY ST,78209,450087
TEXAS BOILER ROOM,8800 BROADWAY ST STE 102,78217,190111
THE WORM,123 LOSOYA ST STE 7,78205,866767
EDEN,21003 ENCINO COMMNONS #123,78259,0
SERNA'S BACKYARD,12023 FM 1957,78253,616815
LOS GENERALES,16216 NACOGDOCHES RD,78247,258687
AZUCA,713 S ALAMO,78205,396351
FLEMING'S PRIME STEAKHOUSE & WINE BAR,255 E BASSE RD STE 200,78209,1392219
FOGO DE CHAO CHURRASCARIA (SAN ANTONIO) LLC,849 E COMMERCE ST STE 395,78205,919406
MYRON'S AT ALON TOWN CENTER,10003 NW MILITARY HWY STE 2111,78231,607302
210 KAPONES,1223 E HOUSTON ST,78205,6220
"'ONE-O-SIX OFF BROADWAY, INC.'                    ",106 PERSHING AVE,78209,249023
ENDLESS MUSIC,19314 US HIGHWAY 281 N STE 110,78258,0
THE HIDDEN TREEHOUSE,4102 RITTIMAN RD,78218,158725
ROSARIO'S TS-204,9710 AIRPORT BLVD,78216,685010
GUADALAJARA GRILL,301 S ALAMO ST BLDG 16,78205,228553
PIZZA HUT,302 VALLEY HI DR,78227,136698
MAGGIANO'S LITTLE ITALY,17603 W INTERSTATE 10,78257,1116129
COUNTRY ROCK CORP.,28611 INTERSTATE 10 W,78217,20125
VFW UNIVERSAL CITY POST 4676,202 W AVIATION BLVD,78148,184609
DGMB ASSOCIATES INC,233 E HOUSTON ST,78205,1067913
COOTER BROWNS,11881 BANDERA RD STE 101,78023,1847533
VFW POST 9174 CLUB,2410 PINN RD,78227,196638
TOKYO STEAK HOUSE,9405 SAN PEDRO AVE,78216,34500
CHA-CHA'S RESTAURANT,5616 BANDERA RD,78238,171255
"CHIPOTLE ;CHIPOTLE MEXICAN GRILL; CHIPOTLE, BURRIT",14540 FORUM PKWY,78154,18082
BJ'S RESTAURANT & BREWHOUSE,17503 IH 10 W,78257,1365402
CABANA BEVERAGES INC,6826 N LOOP 1604 E # 2,78247,38896
PANCHITO'S MEXICAN RESTAURANT,4100 MCCULLOUGH AVE STE 1,78212,274584
CHIPOTLE MEXICAN GRILL,8227 STATE HIGHWAY 151 STE 105,78245,18125
CHIPOTLE MEXICAN GRILL,4727 MEDICAL DR,78229,13258
STETSON BAR INC,7350 TEZEL RD #108,78250,450865
BOGART'S COCKTAILS,8323 N CULEBRA SUITE 106,78251,317799
RED ROBIN AMERICA'S GOURMET BURGERS & SPIRITS,1750 N LOOP 1604 E STE 102,78232,120743
TINK-A-TAKO,5895 BABCOCK RD,78240,26063
ESPIRITUS,102 9TH ST STE 400,78215,0
I H 10 BOWL INC,12332 W IH 10,78230,571739
LIMELIGHT,2718 N SAINT MARYS,78212,195725
THOUSAND OAKS BOWL,4330 THOUSAND OAKS DR,78217,354292
MELLOW MUSHROOM,115 N LOOP 1604 E STE 2100,78232,286368
JACALITO'S PUB,146 1/2 N WW WHITE RD,78219,79421
THE ANGRY ELEPHANT/ROO PUB,19314 US HIGHWAY 281 N STE 107,78258,1155460
MARQUEE,19178 BLANCO RD,78258,355817
BRIGHT SHAWL TEA ROOM,819 AUGUSTA ST,78215,22761
MAMACITA'S RESTAURANT AND CANTINA,8030 IH 10 W,78230,549495
CASA GUADALAJARA BAR & GRILL,2623 NE LOOP 410,78217,105431
BOSTON PUB,8202 N LOOP 1604 W STE 117,78249,471728
LUNA,6740 SAN PEDRO,78216,245502
MOSES ROSE'S HIDEOUT,516 E HOUSTON ST,78205,738302
EAST COAST WINGS & GRILL,8251 AGORA PKWY STE 101,78154,73643
HP ROUTE 46 TEXAS LLC,601 S SAINT MARYS ST,78205,55785
THE OLIVE GARDEN #1147,6155 LOOP #410 NW,78238,373279
KOREA HOUSE LOUNGE,4453 WALZEM RD,78218,97631
KONA GRILL,15900 LA CANTERA PKWY BLDG 7,78256,2343245
MARRIOTT PLAZA SAN ANTONIO,555 S ALAMO ST,78205,383067
LOJAX LOUNGE,4947 SEGUIN RD,78219,186855
THE COUNTY LINE RIVERWALK,111 W CROCKETT ST STE 104,78205,1890689
THE VERANDA,1746 LOCKHILL SELMA RD,78213,150636
LONE STAR BAR,5520 RANDOLPH BLVD,78233,180689
LEE'S EL TACO GARAGE TEX-MEX CRUIZINE,8403 BROADWAY ST,78209,372595
CROWNE PLAZA SAN ANTONIO AIRPORT & CILANTRO GRILL,1111 NE LOOP 410,78209,12258
THE TRAP,4711 PECAN VALLEY DR,78223,387497
KUMORI SUSHI & TEPANYAKI,5519 W LOOP 1604 N STE 101,78253,48680
GALPAO GAUCHO,20079 STONE OAK PKWY STE 3100,78258,83491
BLACK TIE AFFAIRS CATERING INC,1515 ROGERS AVE,78208,152640
MISO LOUNGE,4435 RITTIMAN RD,78218,81011
HARD ROCK CAFE,111 W CROCKETT ST STE 210,78205,1778607
LEON 1883,8123 BROADWAY ST STE A,78209,0
GARDEN BISTRO BAR,18360 BLANCO RD STE 100,78258,654925
RED LOBSTER 6310,5815 W INTERSTATE 10 # 1604,78201,236115
AMF PONDEROSA LANES,2118 GOLIAD RD,78223,175301
BOURBON STREET SEAFOOD KITCHEN,103 9TH ST,78215,188738
CARINO'S ITALIAN GRILL,11719 BANDERA RD,78250,162013
SHENANIGAN'S SPORTS BAR AND LOUNGE,6422 BABCOCK RD # 101,78249,1013803
SWIG,111 W CROCKETT ST STE 205,78205,1050105
PIATTI,255 E BASSE RD STE 500,78209,839669
STONE WERKS BIG ROCK GRILLE,5807 WORTH PKWY,78257,2022965
ROADRUNNER CANTINA,14541 ROADRUNNER WAY,78249,0
THE OLIVE GARDEN ITALIAN RESTAURANT # 1783,5439 N LOOP 1604 E,78247,277640
SHERLOCK'S BAKER ST PUB PARK OAKS,16620 SAN PEDRO AVE STE 1,78232,1438322
CIELITO LINDO,19141 STONE OAK PKWY STE 108,78258,5929
COBALT CLUB,2022 MCCULLOUGH AVE,78212,311122
OLIVE GARDEN OF TEXAS #1799,7811 INTERSTATE 35 S,78224,285071
THE PALACE MEN'S CLUB,2482 NE LOOP 410,78217,2180626
"RANGER CREEK BREWING & DISTILLING, LLC            ",4834 WHIRLWIND DR STE 102,78217,2011
MAMBO MARTINI ULTRA LOUNGE,19314 US HIGHWAY 281 N STE 101,78258,0
COWBOYS,3030 LOOP 410 NORTHEAST,78218,3821631
SOHO WINE & MARTINI BAR,235 E COMMERCE ST # 100,78205,498443
HOOTERS OF SAN PEDRO,13131 SAN PEDRO AVE,78216,961108
LAS PALAPAS,5403 NW LOOP 410,78229,52241
GREY MOSS INN,19010 SCENIC LOOP RD,78023,250842
PEPPER PATCH LOUNGE,2402 PINN RD,78227,192889
LITTLE RHEIN STEAK HOUSE INC,231 S ALAMO ST,78205,1211628
CHACHO'S,7870 CALLAGHAN RD,78229,1245436
TRUE FLAVORS CATERING,1715 N TRINITY ST,78201,210490
TACO CABANA,8315 BANDERA ROAD,78250,55219
PRISCILLA HOLLIDAY OF TEXAS INC,217 NORTH SAINT MARYS,78205,290122
PIRANHA KILLER SUSHI,260 E BASSE RD STE 101,78209,315202
TACOLAND,103 W GRAYSON ST,78212,296806
PRESTIGE BAR & LOUNGE,5307 MCCULLOUGH AVE,78212,162436
WILLIE'S GRILL & ICEHOUSE,24200 W INTERSTATE 10 STE 118,78257,288869
ZIO'S ITALIAN KITCHEN,2707 SE MILITARY DR,78223,100778
TIAGO'S CABO GRILLE,8403 STATE HIGHWAY 151 STE 101,78245,248652
CHILI'S GRILL & BAR,17750 SAN PEDRO AVE,78232,374249
GARIBALDI,2224 COMMERCIAL AVE,78221,0
BUFFALO WILD WINGS,115 SW LOOP 410,78245,932316
GOLDEN WOK,8822 WURZBACH RD,78240,107566
PALENQUE GRILL,389 N LOOP 1604 W,78232,542253
"RIVERTON BEVERAGES, LLC                           ",306 W MARKET ST,78205,942784
LA BOTANA MEXICAN RESTAURANT,7243 SAN PEDRO AVE,78216,148581
ALDINOS AT THE VINEYARD,1203 N W LOOP 1604 #101,78258,632474
CONTINENTAL CAFE' & EVENT CENTER INC,6390 FAIRDALE DRIVE,78218,40420
PAPPASITO'S CANTINA,10501 W IH 10,78230,1828407
ROSARIO'S CAFE & CANTINA,910 S ALAMO,78205,1805960
DIXIE'S BAR,502 EMBASSY OAKS,78216,485818
THE BEACH,231 E CEVALLOS,78204,468956
"SPINK DISTILLING, LLC                             ",12732 CIMARRON PATH STE 102,78249,0
GENGHIS GRILL THE MONGILIAN STIR FRY,1903 N LOOP 1604 E,78232,28167
NORTH STONE STREET PUB & BISTRO,1827 N LOOP 1604 E STE 103,78232,916623
LEON SPRINGS LAS PALAPAS,23725 IH 10 W,78257,126533
THE KOROVA,107 E MARTIN ST,78205,163389
"CABANA BEVERAGES, INC.                            ",25103 W INTERSTATE 10,78257,27380
PAUL'S PIZZA ROMA & PUB,5137 FREDERICKSBURG RD,78229,59690
2015 PLACE,2015 SAN PEDRO AVE,78212,278177
JOE'S CRAB SHACK,212 COLLEGE ST STE 100,78205,755234
CHIPOTLE MEXICAN GRILL,1201 N LOOP 1604 W STE 120,78258,15923
"CABANA BEVERAGES, INC.                            ",11701 BLANCO RD,78216,51899
PIRATE TAVERN,8748 GRISSOM RD STE 2,78251,462194
TORCY'S TACOS,999 E BASSE RD STE 183,78209,0
MONTE CARLO CLUB,4542 W DURANGO BLVD,78237,27490
BRIO TUSCAN GRILLE,15900 LA CANTERA PKWY,78256,398798
THE OLIVE GARDEN #1077,7920 N INTERSTATE 35,78218,350156
RUTH'S CHRIS STEAK HOUSE,600 E MARKET ST STE L101,78205,1649758
LAS PALAPAS,1615 N LOOP 1604 E,78232,55160
EL POTOSINO MEXICAN RESTAURANT,1105 BANDERA RD,78228,125773
COWABUNGA,402 E TRAVIS ST STE 1,78205,196736
MAGIC TIME MACHINE,902 NE LOOP 410,78209,420375
HOULIHAN'S,14601 INTERSTATE 35 N,78154,909946
PETROLEUM CLUB OF SAN ANTONIO,8620 N NEW BRAUNFELS AVE STE 700,78217,314226
JOE'S CRAB SHACK,12485 W INTERSTATE 10,78230,252229
THE S A COUNTRY,10127 COACHLIGHT ST,78216,465309
WHISKEY CAKE,15900 LA CANTERA PKWY STE 21200,78256,103018
RICK'S MVP,2432 NOGALITOS,78225,333242
GUAJILLO'S,1001 NW LOOP 410,78213,162529
EL CHAPARRAL MEXICAN RESTAURANT,15103 BANDERA RD,78023,750309
BOX 903,903 E BITTERS RD STE 313,78216,683984
THE HANGAR,8203 BROADWAY ST,78209,1043910
MAMA'S CAFE,2442 NACOGDOCHES RD,78217,361296
DRURY PLAZA HOTEL- SAN ANTONIO NORTH,823 N LOOP 1604 E,78232,7157
NEKTAR,19239 STONE OAK PKWY STE 110,78258,423931
TACO CABANA,3310 SAN PEDRO,78212,48996
QUARRY HOFBRAU AT THE RIM,18403 W INTERSTATE 10,78257,1635882
BAVARIAN BRAUHAUS,300 W BITTERS RD STE 185,78216,101762
BANDERA BOWL,6700 HUEBNER RD,78238,557940
APPLEJAM BEVERAGE INC,7880 N IH 35,78218,555771
CALIFORNIA PIZZA KITCHEN,255 E BASSE RD STE 900,78209,197415
WINDCREST GOLF CLUB INC,8600 MIDCROWN DR,78239,8230
THE HOPPY MONK,1010 N LOOP 1604 E,78232,5062
HENRYS PUFFY TACOS,6030 BANDERA RD,78238,331835
TOSCANA RISTORANTE,301 E HOUSTON ST,78205,163273
FUNDRAISER,1301 GUADALUPE ST,78207,1923
OMNI LA MANSION DEL RIO HOTEL,112 COLLEGE ST,78205,1719669
FRANCO'S ITALIAN RESTAURANT & LOUNGE,10003 NW MILITARY HWY STE 2107,78231,281503
TAMPICO SEAFOOD RESTAURANT,1722 S ZARZAMORA ST,78207,22220
WILDFISH SEAFOOD GRILLE #8505,1834 N LOOP 1604 W,78248,1679529
LAS ISLAS MARIAS,522 SW MILITARY DR,78221,208240
"SILVER RIO BEVERAGES, L.L.C.                      ",420 W MARKET ST,78205,2016215
