Name,Address,Zip,Amount
VIOLA'S VENTANAS RESTAURANT,9660 WESTOVER HILLS BLVD,78251,575068
THE ANNEX,330 SAN PEDRO AVE,78212,680756
EL TACO TOTE,9502 W INTERSTATE 10,78230,89324
"CABANA BEVERAGES, INC.                            ",3003 THOUSAND OAKS,78247,41656
54TH STREET GRILL & BAR,7735 NW LOOP 410,78245,1205334
CABANA BEVERAGES INC,11707 W LOOP 1604 N,78254,84403
TEXAS LAND & CATTLE STEAK HOUSE,9911 IH 10 W,78230,234435
NEMA BEVERAGE CORPORATION,15900 LA CANTERA PKWY BLDG 14,78256,188595
ZIO'S ITALIAN KITCHEN,18030 SAN PEDRO AVE STE 104,78232,134681
GOLDEN SPUR,21806 US HIGHWAY 281 S,78264,21088
"SALC, INC.                                        ",7750 BRIARIDGE DR,78230,253373
GENGHIS GRILL - THE MONGOLIAN STIR FRY,8603 STATE HIGHWAY 151 STE 109,78245,32658
GRITO AJUUA INC,11703 HUEBNER RD STE 208,78230,583244
HOLIDAY INN SAN ANTONIO DOWNTOWN,318 W DURANGO BLVD,78204,156221
THE TICKET,2617 PAT BOOKER RD # 102,78148,606908
TACO CABANA,2347 E SOUTHCROSS,78223,192232
WILD WEST,21025 US HIGHWAY 281 N # 101,78258,2021994
LEAPIN' LIZARD PUB,302 E COMMERCE ST,78205,688291
SPORTSMAN'S BAR,9204 FM 78,78109,306754
LOS BARRIOS RESTAURANT,4223 BLANCO RD,78212,381850
HOOTERS,15412 INTERSTATE 35 N,78154,897508
SILO,22211 W INTERSTATE 10 STE 1210,78257,44273
CLICKS BILLIARDS,903 E BITTERS RD STE 307,78216,425243
PQ BEVERAGES-THE QUARRY,444 E BASSE RD,78209,428097
THE HIDEAWAY BAR,119 EL MIO DR,78216,107955
CURED,306 PEARL PKWY STE 101,78215,966062
ALAMO CAFE,10060 W IH 10,78230,224361
SALTGRASS STEAKHOUSE #8,11745 W INTERSTATE 10,78230,614470
VIDA RESTAURANT BAR & LOUNGE,555 W BITTERS RD STE 115,78216,0
SALTGRASS STEAKHOUSE #12,16910 N US HIGHWAY 281,78232,772782
DADY G'S BAR,310 ABSHIRE ST,78237,22738
SARITA'S RESTAURANT,2235 LOCKHILL SELMA RD,78230,86373
SIR WINSTON'S CIGAR BAR,2522 NACOGDOCHES RD,78217,376818
CHULA'S SPORTS CANTINA,6420 NW LOOP 410,78238,2215481
TURTLE CREEK TAVERN,8742 WURZBACH RD,78240,0
BACKSTAGE AFTER HOURS LOUNGE,830 NW LOOP 410 STE 110,78216,447289
CHILI'S GRILL & BAR,255 E BASSE RD STE 1100,78209,470829
NEXUS MARTINI BAR AND GRILL,4553 N LOOP 1604 W STE 1101,78249,256727
ALDACO'S MEXICAN CUISINE,22211 W INTERSTATE 10 BLDG 2,78257,301316
HYATT PLACE SAN ANTONIO - NORTH/STONE OAK,1610 E SONTERRA BLVD,78258,38786
LEGENDS SPORTS BAR & BILLIARDS,1305 SW LOOP 410 STE 208,78227,607402
"HOSPITALITY INTERNATIONAL, INC.                   ",23808 RESORT PKWY,78261,12919205
TAPA TAPA LLP,2327 N SAINT MARYS ST,78212,0
HOTTIES SPORTS BAR & GRILL,2603A VANCE JACKSON RD,78213,19626
FOX & HOUND ENGLISH PUB & GRILLE,12651 VANCE JACKSON RD STE 110,78230,729187
CADILLAC CLUB,7870 CULEBRA RD STE 15,78251,270544
CLUB ROYAL,4722 RITTIMAN RD,78218,100641
LAFONDA IN OAK HILLS,350 NORTHAVEN ST,78229,175614
TNT TACOS AND TEQUILA,1915 BROADWAY ST STE 111,78215,89551
"PHM BEVERAGE, INC.                                ",1111 NE LOOP 410,78209,132339
DAVENPORT LOUNGE,203 N PRESA ST,78205,48587
CASABAS CANTINA CONCESSIONS,1564 N LOOP 1604 E,78232,2020
KENNEDY'S,19179 BLANCO RD STE 113,78258,1048346
ME AND CA,8373 PERRIN BEITEL RD,78218,281600
EL MACHITO,7300 JONES MALTSBERGER RD,78209,269977
SOMERSET GENE RAMIREZ AMERICAN LEGION POST #443,20295 SOMERSET RD,78069,79631
HOSPITALITY INTERNATIONAL INC,8585 MARRIOTT DR,78229,43056
SUSHI ZUSHI,999 E BASSE RD STE 186,78209,323113
BRADLEY'S-N-BILLIARDS,7743 MONTEGO DR,78250,272335
"CABANA BEVERAGES, INC.                            ",15606 CHASE HILL BLVD,78256,14140
THE WILD RHINO SPORTS BAR,1422 SW MILITARY DR,78221,144186
NEW YORK BAR,2838 N LOOP 1604 E STE 105,78232,461949
BAR-SALONA,100 VILLITA ST,78205,109717
410 BAR,2818 NE LOOP 410,78218,87056
FAUST TAVERN,517 E WOODLAWN AVE,78212,269391
PAESANO'S RESTAURANT,555 E BASSE RD STE 100,78209,1169320
NATIVE GRILL & WINGS,3238 WURZBACH RD,78238,357749
AUGIE'S ALAMO CITY BBQ,909 BROADWAY ST,78215,17810
THE TEXAN II,114 JEFFERSON ST,78205,443490
CATERING BY ROSEMARY INC,S A CONVENTION CENTER E COMMERCE,78205,1714031
DAHLIA THAI CUISINE,8498 FREDERICKSBURG RD,78229,2793
ALAMO DEPOT SPORTS BAR,1157 E COMMERCE ST,78205,163683
HOOLIGAN'S BAR & GRILL,13920 IH 35 NORTH,78233,726808
SPANKY'S CLUBHOUSE BAR,5042 SHERRI ANN RD,78233,20889
TEXAS LAND & CATTLE STEAK HOUSE,60 NE LOOP 410,78216,432313
MATAMOROS RESTAURANT Y CANTINA,12844 W IH 10,78249,308646
LA FONDA,2415 N MAIN AVE,78212,816381
CABANA BEVERAGES,602 W LOOP 1604 N,78251,100099
RED LOBSTER #6362,4550 NW LOOP 410,78229,191354
TAQUERIA CAZDORES & SEAFOOD,927 RITTIMAN RD,78209,126002
"COVER 3 SAN ANTONIO, LLC                          ",1806 N LOOP 1604 W,78248,1768441
JOSABI'S,17200 BANDERA RD,78023,178518
BIG LOU'S BURGERS & BAR-B-Q,2014 S WW WHITE RD,78222,151539
LE CHATEAU BANQUET HALL & BOUTIQUE,8721 GRISSOM RD,78251,17227
BJ'S RESTAURANT & BREWHOUSE,22406 US HIGHWAY 281 N STE 100,78258,1079406
HP TEN TEXAS LLC,4303 HYATT PLACE DR,78230,32108
TACO CABANA,4205 FREDERICKSBURG RD,78201,60715
TWO STEP RESTAURANT AND CANTINA,9840 W LOOP 1604 N,78254,923964
CARINO'S ITALIAN GRILL,3147 SE MILITARY DR,78223,135166
BOND'S 007 ROCK BAR,450 SOLEDAD ST,78205,436113
MIA'S MEXICAN GRILL,11739 BANDERA RD,78250,65196
RED ROBIN GOURMET BURGERS,5631 W LOOP 1604 N,78253,144744
MARIE CALLENDERS RESTAURANT AND BAKERY,4788 LOOP 410 NORTHWEST,78229,59653
SUSHI ZUSHI,9871 W IH 10,78230,346979
FATSO'S SPORTS GARDEN,1704 BANDERA RD,78228,428373
PIZZA HUT-WINGSTREET,11203 POTRANCO RD,78253,69317
FINNEGAN'S,16260 HWY 281 NORTH,78232,347462
TWIN PEAKS,103 SW LOOP 410,78245,1757707
CHEDDARS CASUAL CAFE,7403 NW LOOP 410,78245,705166
LA PLAYA SEAFOOD HOUSE,3343 WEST AVE,78213,58309
LITTLE WOODROWS,2535 BABCOCK RD,78229,1759280
SALTGRASS STEAKHOUSE,2885 CINEMA RDG,78238,472388
RED SQUARE BAR,11851 BANDERA RD STE 119,78023,729880
MAKE MY DAY LOUNGE,12114 NACOGDOCHES RD,78217,351679
BUFFALO WILD WINGS,5411 W LOOP 1604 N,78253,795325
BRASS MONKEY,2702 N SAINT MARYS ST,78212,1026734
THE AMERICAN LEGION WILLIAM J BORDELON POST #300,3290 GROSSENBACHER LN,78245,86898
BAD DOG'Z BEER & BITES,12952 BANDERA RD,78023,272713
BUFFALO WILD WINGS GRILL & BAR,8450 N INTERSTATE 35,78239,0
FIASCO,2250 THOUSAND OAKS DR STE 108,78232,515340
THE ANGRY ELEPHANT CIGAR BAR,23535 W INTERSTATE 10 STE 1101,78257,181327
LONDON SUB & PUB,8425 BANDERA RD STE 140,78250,432428
"ADELAIDE SERVICES, L.L.C.                         ",1325 N FLORES ST STE 116,78212,74954
LONGHORN STEAKHOUSE #5381,7439 SAN PEDRO AVE,78216,349442
EL FUERTE,7011 SAN PEDRO AVE,78216,1008733
LAS CARRETAS #2,3975 PERRIN CENTRAL BLVD,78217,48296
BANDERA RD CAFE,12540 BANDERA RD STE 303,78023,13918
CLUB GIRAUD,707 N SAINT MARYS ST,78205,624933
THE FALLS,226 W BITTERS RD STE 120,78216,1445891
SILO RESTAURANT & BAR,1133 AUSTIN HWY,78209,733750
THE TEXAN,4518 WEST AVE,78213,269392
RUBY TUESDAY #5910,5607 W LOOP 1604 N,78253,120955
TEJAS STEAKS & MEXICAN FOOD,13515 US HIGHWAY 87 S,78101,12004
"LEGACY LODGING BEVERAGE COMPANY, LLC              ",1803 E SONTERRA BLVD,78259,49594
CHOPSTICKS,4903 NW LOOP 410,78229,51119
THE GREEN LANTERN,20634 STONE OAK PKWY # 120,78258,671707
BOMBAY BICYCLE CLUB,3506 N SAINT MARYS ST,78212,768297
RETOX BAR,1031 PATRICIA STE 105,78213,276472
LION & ROSE,842 NW LOOP 410 STE 500,78216,1086301
CHILI'S GRILL & BAR,11727 BANDERA RD,78250,495027
ICE LOUNGE & SPORTS BAR,5545 NW LOOP 410 STE 116,78238,616327
RUTH'S CHRIS STEAK HOUSE,7720 JONES MALTSBERGER RD STE 118,78216,1134659
BIG LOU'S PIZZA,2048 S WW WHITE RD,78222,569132
FREDERICK'S BISTRO,14439 NW MILITARY HWY STE 100,78231,467396
EL CHAPARRAL MEXICAN RESTAURANT,2838 N LOOP 1604 E STE 101,78232,292858
CLUB MOVIDA,306 E MITCHELL ST,78210,18363
MEDIA LUNA BAR & LOUNGE,308 N PRESA ST,78205,299078
LOS PATIOS HACIENDA/BRAZIER/THE GAZEBO RESTAURANT,2015 NE LOOP 410,78217,76659
QUARRY HOFBRAU & BEER GARDEN,7310 JONES MALTSBERGER RD,78209,2024572
FOX AND HOUND ENGLISH PUB AND GRILL,12651 VANCE JACKSON RD STE 110,78230,564142
APPLEJAM BEVERAGE INC,97 NE LOOP 410,78216,714500
ARJON'S,8736 TESORO DR,78217,721278
IRON CACTUS,200 RIVER WALK ST STE 100&101,78205,1230599
CABANA BEVERAGES INC,5115 RIGSBY AVE,78222,88390
PIATTI,17101 LA CANTERA PKWY APT 8114,78256,871176
SILO ELEVATED CUISINE AND BAR,434 N LOOP 1604 W BLDG 1,78232,1039793
RED ROBIN,17403 IH 10 WEST STE 1,78257,163118
PRESIDENTS CLUB,9710 AIRPORT BLVD STE B2A048,78216,52160
WAX CLUB LOUNGE,2211 SAN PEDRO AVE,78212,36056
TOST BISTRO & WINE BAR,14415 BLANCO RD STE 105,78216,151011
FITZGERALD'S BAR & LIVE MUSIC,437 MCCARTY RD,78216,131916
FEAST,1024 S ALAMO ST,78210,550239
SCHOONERS,1325 NE LOOP 410,78209,621313
TACO CABANA,7339 SAN PEDRO,78216,125199
JOE'S CRAB SHACK,4711 NW LOOP 410,78229,321607
THE AZTEC THEATER,104 S SAINT MARYS ST STE 200,78205,587189
SAN PEDRO PLAYHOUSE,700 WEST ASHBY STREET,78212,16797
BIG SAM'S GRILL & BAR,13802 EMBASSY ROW STE A,78216,64937
TEXAS ROADHOUSE,2751 SW MILITARY DR,78224,554019
THE LOST BAR & GRILL,12730 NW MILITARY HWY,78231,411169
SC BEVERAGE COMPANY,9821 COLONNADE BLVD,78230,879700
MOOSE LODGE 744,826 HIGHLAND BLVD,78210,32812
"CABANA BEVERAGES, INC.                            ",543 W MALONE,78214,122198
PERICO'S MEXICAN RESTAURANT,1439 E SONTERRA BLVD,78258,317744
TICKET SPORTS PUB,420 E HOUSTON ST,78205,826316
PAPAS,9200 BROADWAY ST STE 101,78217,158564
THE BROADWAY 5050,9837 W INTERSTATE 10,78230,179101
TIMBERHILL TAVERN,5251 TIMBERHILL STE 201,78238,205045
DORCOL DISTILLING COMPANY,1902 S FLORES ST,78204,103513
MUSTANG SALLY'S INCORPORATED,3428 ROOSEVELT AVE,78214,320881
EL TROPICANO,110 LEXINGTON AVE,78205,375686
BOUDREAUX,421 E COMMERCE ST STE 101,78205,2441574
NORTHERN HILLS COUNTRY CLUB,13202 SCARSDALE ST,78217,168179
DON OAKS INC,25665 BOERNE STAGE RD,78255,62406
SUNSET COCKTAIL CLUB,2026 AUSTIN HWY,78218,222610
PALMER COURSE AT LA CANTERA,17865 BABCOCK RD,78255,98348
WHAT'S IT TO YA? LOUNGE,5725 EVERS RD,78238,268679
"MAMA MARGIE'S CULEBRA RD, LLC                     ",10927 W FM 471,78253,314036
BARN DOOR RESTAURANT,8400 N NEW BRAUNFELS AVE,78209,410103
SALUD,8123 BROADWAY ST STE D,78209,327071
LA QUINTA INN & SUITES_#501,303 BLUM,78202,184576
CAMARON PELADO SEAFOOD GRILL,2918 W COMMERCE ST,78207,86960
MILANO ON WURZBACH,11802 WURZBACH RD,78230,113470
LEGEND OUTDOORS,18826 BANDERA RD,78023,12845
BAR-SALONA,100 VILLITA ST,78205,38617
CASA SAN PEDRO,605 SAN PEDRO AVE,78212,47782
LAST CHANCE LOUNGE,4435 RITTIMAN RD,78218,0
I DON'T KNOW YET LOUNGE,1229 BABCOCK RD,78201,552075
SUMO-KOI SUSHI BAR,8342 IH 10 W,78230,155987
HEB FOOD STORE #658,23635 WILDERNESS OAK,78258,183974
THE OLIVE GARDEN #1162,13730I 281 N,78232,336472
WYNDHAM SAN ANTONIO RIVERWALK HOTEL,111 E PECAN ST,78205,446390
R SALA  BEBIDA TS 207,9710 AIRPORT BLVD,78216,369225
BABES,4211 SUN GATE ST,78217,644122
MARTY'S COCKTAILS,603 ISOM RD STE 101,78216,308736
R BAR,5310 RITTIMAN RD,78218,52335
HIGHLANDER BAR & GRILL,5562 FREDERICKSBURG RD,78229,662486
HEAT,1500 N MAIN AVE,78212,1314024
THE SAFE HOUSE DRINKERY,5450 BABCOCK RD STE 140,78240,530288
THE SAINT,800 LEXINGTON AVE,78212,0
GRAHM CENTRAL STATION/SOUTH BEACH/BELL BOTTOMS/ALL,4902 FREDERICKSBURG RD,78229,1701136
GRASSHOPPER CLUB,8308 MARBACH RD,78227,109836
APPLEJAM BEVERAGE INC.,15802 W INTERSTATE 10,78249,341695
BOURBON STREET SEAFOOD KITCHEN,2815 N LOOP 1604 E STE 106,78232,339865
THE CRAZY APE,9930 SAN PEDRO AVE,78216,303751
THE LOCAL BAR,600 N PRESA ST,78205,449785
RIO RIO CANTINA CORPORATION,421 E COMMERCE ST STE 102,78205,1289751
VALENCIA ORANGES INC,150 E HOUSTON ST,78205,1145529
SPLACH BAR,905 NOGALITOS,78204,163043
PAPA WOODY'S ROADHOUSE,8902 S PRESA ST,78223,220954
EASY STREET,15033 NACOGDOCHES RD,78247,294132
LUTHER'S CAFE,1422 N MAIN AVE,78212,435812
TWIN PEAKS,702 NW LOOP 410,78216,904882
TACO CABANA,8516 FREDERICKSBURG ROAD,78229,52483
BOHANAN'S PRIME STEAK AND SEAFOOD,219 E HOUSTON ST STE 275,78205,2037359
VANITY FACTORY,2831 NW LOOP 410,78230,279192
LONGHORN STEAKHOUSE #5388,22503 US HIGHWAY 281 N,78258,185107
STARFISH,709 S ALAMO ST,78205,101047
SIDELINERS GRILL,15630 HENDERSON PASS,78232,493123
MARTINI RANCH,4904 WEST AVE,78213,388635
EL BUCANERO,13802 EMBASSY ROW,78216,42533
HTS-WILD OAK RANCH BEVERAGE LLC,9700 WEST MILITARY DR,78251,301858
THE SPEEDWAY SPORTS BAR,8811 GRISSOM RD,78251,303327
THE COUNTY LINE I-10,10101 IH 10 W,78230,285214
CHUY'S SA 281,18008 SAN PEDRO AVE,78232,827222
SAN ANTONIO MENS CLUB,8244 INTERCHANGE PKWY,78218,1784314
SOLUNA,7959 BROADWAY ST STE 204,78209,1444203
POLLY ESTHER'S,212 COLLEGE ST,78205,1554823
WONDERLAND CONCESSIONS,5106 DAVID EDWARDS DR,78233,29412
SUGARTIME,2730 BILL MILLER LN,78223,252192
JAMES B SPRAGUE MEMORIAL POST NO 8541,2222 AUSTIN HWY,78218,219475
THE ELECTRIC COMPANY,820 SAN PEDRO AVE,78212,148814
TACO CABANA,20720 HWY 281 N,78258,49224
DAVE AND BUSTER'S,440 CROSSROADS BLVD,78201,2066802
JOEY'S,2417 N SAINT MARYS ST,78212,444762
CHOKE CANYON BAR-B-QUE,21510 BLANCO RD,78260,73879
THE STEER,735 SE MILITARY DR,78214,313224
LIVE ULTRA LOUNGE,19314 US HIGHWAY 281 N STE 101,78258,756473
"PMM, LLC                                          ",434 N LOOP 1604 W,78232,655785
PALOMA RIVER WALK,215 LOSOYA ST,78205,324127
ROCOTOS GRILL,10555 CULEBRA RD STE 101,78251,13402
"SHOTS MAIN EVENT, INC.                            ",1911 N LOOP 1604 E,78232,904292
THE PAWN PUB CORP.,100 VILLAGE GRN,78148,188350
MARY LOU'S CAFE,4405 MCCULLOUGH AVE,78212,122655
ZINC,209 N PRESA ST,78205,830374
HOLIDAY INN HOTEL AND SUITES,5535 UNIVERSITY HTS,78249,31754
SUSHI ZUSHI,18720 STONE OAK PKWY STE 154,78258,537587
OLD ENGLANDS LION & ROSE AT SONTERRA,700 E SONTERRA BLVD STE 318,78258,546793
"SHOTS MAIN EVENT, INC.                            ",8514 STATE HIGHWAY 151,78245,337788
LAS PALAPAS AT WALZEM,4802 WALZEM RD,78218,17899
THE JOSEPHINE THEATRE,339 W JOSEPHINE ST,78212,10936
TEXAS T PUB,121 N BROADWAY,78205,304043
LUCIANO ON THE RIVER INC,849 COMMERCE ST STE 183,78205,500315
OUTBACK STEAKHOUSE,12511 W INTERSTATE 10,78230,308645
"BIG BIB TOO, LLC                                  ",106 LANARK DR,78218,905
DOUBLETREE BY HILTON SAN ANTONIO DOWNTOWN,502 W CESAR E CHAVEZ BLVD,78207,269452
BLUE BOX,312 PEARL PKWY STE 2107,78215,1328855
SC BEVERAGE COMPANY,212 W CROCKETT ST,78205,1089159
OBLATE SCHOOL OF THEOLOGY,285 OBLATE DR,78216,693
"HARDY OAK ENTERPRISES II, LLC                     ",927 N LOOP 1604 W # 115,78232,26642
BANANAS BILLIARDS INC,2003 SAN PEDRO AVE,78212,274318
HOWEL AT THE MOON,111 W CROCKETT ST,78205,3329227
SAINT NIGHT CLUB LLC,800 LEXINGTON AVE,78212,334978
MAMA'S CAFE #4,7929 PAT BOOKER RD,78233,14891
LILY'S KINGS LOUNGE,111 WHITEWOOD ST,78242,221657
HALF TIME LOUNGE,8084 PAT BOOKER RD,78233,174739
HIDDEN TAVERN,11407 WEST AVE,78213,312575
"HASSLOCHER ENTERPRISES, INC.                      ",8633 CROWNHILL BLVD,78209,225025
CHILI'S GRILL & BAR,8590 FM 78,78109,355388
CLEAR SPRINGS RESTAURANT,606 W AFTON OAKS,78232,78113
"CABANA BEVERAGES, INC.                            ",8105 FOURWINDS DR,78239,53915
LEAKY BARREL,7959 FREDERICKSBURG RD STE 131,78229,585451
ALOFT SAN ANTONIO AIRPORT,838 NW LOOP 410,78216,245386
LUBY'S BEVCO INC,911 N MAIN AVE,78212,0
O'MALLEY'S,8637 FREDERICKSBURG RD STE E,78240,258678
CLUB ESSENCE,1010 N MAIN AVE,78212,714447
PULSE BAR AND NIGHTCLUB,523 MED CT STE 125,78258,74307
TEXAS LAND & CATTLE STEAK HOUSE,201 N ST MARY'S,78205,421380
LAS PALAPAS CAL-TEX CAFE,9700 AIRPORT BLVD TERMINAL 1 SPACE 180,78216,0
THE DOMINION COUNTRY CLUB,1 DOMINION DR,78257,506621
AKA SAM'S,330 E GRAYSON ST,78215,429818
ZOKO GRILL,700 E SONTERRA BLVD STE 1117,78258,71853
STONE WERKS BIG ROCK GRILLE,1201 N LOOP 1604 W STE 101,78258,1771515
GOLDEN WOK,1410 SW LOOP 410,78227,112170
ALDO'S RISTURANTE ITALIANO,8539 FREDERICKSBURG RD,78229,472970
DICK'S LAST RESORT,406 NAVARRO ST,78205,1615123
COPA ULTRA LOUNGE,4429 WALZEM RD,78218,18626
AFTERBURNER,6515 W MILITARY DR,78227,313450
TEKA MOLINO,1007 RITTIMAN RD STE 101,78218,0
THE ROADHOUSE SALOON,6159 FM 78,78244,4397
SNOOPS,10726 PERRIN BEITEL RD,78217,31580
THE FRUTERIA,1401 S FLORES ST # 102,78204,379772
CHILIS # 1088 CULEBRA,5790 W LOOP 1604 N,78251,406291
ARAMARK SPORTS AND ENTERTAINMENT SERVICES OF TEXAS,100 MONTANA-ALAMO CLUBS,78203,106315
PRICILLA HOLLIDAY OF TEXAS,77 LOOP 410 NORTHEAST,78216,74310
ROLLING OAKS GOLF CLUB BAR & GRILL,5550 MOUNTAIN VISTA DR,78247,302134
CHA-CHA'S MEXICAN CUISINE,2026 BABCOCK RD,78229,99724
CASA SOL MEXICAN RESTAURANT,9938 SAN PEDRO AVE,78216,18542
HABABERO GRILL #3,12234 NACOGDOCHES RD,78217,18874
Z'TEJAS SOUTHWESTERN GRILL,15900 LA CANTERA PKWY STE 25100,78256,454878
PACIFIC MOON BAR & GRILL,15140 SAN PEDRO AVE,78232,145943
R BAR,9809 FREDERICKSBURG RD STE 2,78240,241890
FOLC PARK SOCIAL,226 E OLMOS DR,78212,43117
ARAMARK EDUCATIONAL SERVICES OF TEXAS LLC,6900 N LOOP 1604 W,78249,7392
CHIPOTLE MEXICAN GRILL,438 NW LOOP 410 STE 101,78216,20191
JOE'S CRAB SHACK,255 E BASSE RD STE 1400,78209,460928
"MELA LOOP 410, LLC                                ",4987 NW LOOP 410,78229,8431
MARGARITA MANIA & PARTY RENTALS,3533 PITLUK AVE,78211,7967
TILO TEX MEX,12403 WEST AVE,78216,58382
RIVER CENTER COMEDY CLUB,849 E COMMERCE ST STE 893,78205,252364
REPTILEZ VENUE,5418 W OLD US HIGHWAY 90,78227,2265
BEER GOGGLES,12702 TOEPPERWEIN RD STE 101,78233,591647
MICHELINO'S LONE STAR CAFE CAFE OLE AGAVE BAR,237 LOSOYA ST,78205,215109
BONHAM EXCHANGE,411 BONHAM,78205,1418944
LONGHORN STEAKHOUSE #5367,7833 INTERSTATE 35 S,78224,275386
THE BEND SPORTS BAR,7730 BANDERA RD,78238,801292
BROOKS PUB,3354 LASSES BLVD,78223,401473
FORMOSA GARDEN RESTAURANT,1011 NE LOOP 410,78209,87679
MARTHA'S COCINA Y CANTINA LLC,818 NE LOOP 410,78209,140702
JAVA ON THE HILL,847 E HILDEBRAND AVE,78212,7729
CHICAGO BAR,19141 STONE OAK PKWY STE 505,78258,279024
PAESANO'S RESTAURANT,3622 PAESANOS PKWY,78231,1079658
ALAMO CITY MUSIC HALL,1305 E HOUSTON ST BLDG 2101,78205,46560
BOB'S STEAK AND CHOP HOUSE,5815 RIM PASS DR,78257,1068304
NICHA'S,5059 NW LOOP 410,78229,468063
T.G.I. FRIDAY'S,111 SW LOOP 410,78245,405336
ASTRO BOWL SPORTS CENTER LLP,3203 HARRY WURZBACH RD,78209,252472
WETMORE CITY LIMITS,12329 WETMORE RD,78247,532006
HOSPITALITY INTERNATIONAL INC,889 E MARKET ST,78205,1130652
DON STRANGE OF TEXAS INC,1551 BANDERA RD,78228,3635
CALCUTTA'S SCENIC LOOP CAFE INC,25615 BOERNE STAGE RD,78255,361063
ALAMO CITY,9800 AIRPORT BLVD,78216,494759
OUR GLASS,1301 PAT BOOKER RD STE A,78148,252837
BAKER STREET PUB,4326 GARDENDALE ST,78240,459124
CROSS-EYED SEAGULL,19141 STONE OAK PKWY # 206,78258,589756
TILTED KILT PUB & EATERY,2070 N LOOP 1604 E,78232,1271451
THE INDUSTRY,8021 PINEBROOK DR,78230,794612
ARSA - COSTA PACIFICA,434 N LOOP 1604 W STE 2101,78232,29766
"WILLIAM M. RANDOLPH POST NO. 593, THE AMERICAN LEG",326 LEGION DR W,78109,250189
PUZZLES TAVERN,3111 TPC PKWY STE 106,78259,363403
OAK HILLS COUNTRY CLUB,5403 FREDERICKSBURG RD,78229,396859
"CABANA BEVERAGES, INC.                            ",2627 LOOP 410 NW,78230,129747
HOTEL HAVANA / OCHO,1015 NAVARRO ST,78205,599335
CHARLIE BROWNS NEIGHBORHOOD BAR AND GRILL,11888 STARCREST DR STE 101,78247,531995
APPLEJAM BEVERAGE INC.,1511 SW MILITARY DR,78221,540948
CRAWDADS SPORTS BAR & GRILL,12333 WEST AVE,78216,192749
PAPA NACHO'S CANTINA,24145 IH 10 W,78257,234122
DRINK COFFEE & WINE BAR,200 NAVARRO ST STE 100,78205,493600
KNUCKLE HEAD'S,13777 JUDSON RD STE 112,78233,379504
FOUR POINTS BY SHERATON,8818 JONES MALTSBERGER RD,78216,109039
AM LEG DEPT OF TX UNIV CITY 667,504 BOWIE,78148,198468
CHILI'S GRILL & BAR,22402 US HIGHWAY 281 N,78258,218622
MIAMI BAR,602 NW LOOP 410,78216,681805
RUN TMJ,9091 FAIR OAKS PKWY STE 201,78015,602432
BJ'S RESTAURANT & BREWHOUSE,5447 W LOOP 1604 N,78253,1210067
THE GOOD LIFE SPORTS BAR,6820 INGRAM RD,78238,52299
HENRY'S PUFFY TACOS EXPRESS,3202 W WOODLAWN AVE,78228,30676
SPECTRUM,226 N SAINT MARYS ST,78205,99295
CHILI'S GRILL & BAR,131 LOOP 410 SW,78245,501479
RUBY RED COCKTAILS,6715 W US HIGHWAY 90,78227,221
MICHELINO'S LONE STAR CAFE,521 RIVER WALK,78205,2193115
"HEAVENLY GOURMET, LLC                             ",5005 WEST AVE BLDG 2,78217,90665
MMI VENTURES LLC,849 E COMMERCE ST STE 197,78205,820788
BAHIA AZUL RESTAURANT,555 W BITTERS RD STE 115,78216,0
"DHR SAN ANTONIO BEVCO, INC.                       ",17865 BABCOCK RD,78255,128971
SUSHI ZUSHI,203 S SAINT MARYS STE 170,78205,148105
THE MONTEREY,1127 S SAINT MARYS ST,78210,56487
TWENTY GRAND,5943 BANDERA RD,78238,323634
CHRIS MADRID'S INC,1900 BLANCO RD,78212,408576